Waiting For A Girl Like You - Foreigner
Wow - Kate Bush
Tempted - Squeeze
Keep On Loving You - REO Speedwagon
(I Just) Died In Your Arms - Cutting Crew
More Than This - Roxy Music
Africa - Toto
Broken Wings - Mr. Mister,https://www.youtube.com/watch?v=nKhN1t_7PEY
Missing You - John Waite
Crocketts Theme - Jan Hammer
Sister Christian - Night Ranger
Never Too Much - Luther Vandross
A Gozar Con Mi Combo - Cachao
Mama Papa Tu - Mongo Santamaria
Me And You Baby (Picao Y Tostao) - Mongo Santamaria
Mambo Mucho Mambo - Machito and His Afro Cubans
Expansions - Lonnie Liston Smith The Cosmic Echoes
Aguanile bonko - Irakere
Super Strut - Deodato
Jamay - Xavier Cugat and His Orchestra
Maracaibo Oriental - Beny Moré
Mambo Gozon - Tito Puente
Japanese Boy - Aneka
And The Beat Goes On - The Whispers
Act Like You Know - Fat Larrys Band
Get Down Saturday Night - Oliver Cheatham
Ghetto Life - Rick James
Out of Touch - Hall and Oates
Last Night a DJ Saved My Life - Indeep
Automatic - The Pointer Sisters
Ill Be Good - Rene and Angela Bruce Swedien
All Night Long - Mary Jane Girls
Wanna Be Startin Somethin - Michael Jackson
Shame - Evelyn
Behind The Groove - Teena Marie
Juicy Fruit - Mtume
Summer Madness - Kool and The Gang
Dance Hall Days - Wang Chung
Billie Jean - Michael Jackson
Self Control - Laura Branigan
Call Me - Go West
Run To You - Bryan Adams
Four Little Diamonds - Electric Light Orchestra
Owner Of A Lonely Heart - Yes
Video Killed The Radio Star - The Buggles
Lifes What You Make It - Talk Talk
Your Love - The Outfield, Super Hits
Steppin Out - Joe Jackson, Night And Day
One Thing Leads To Another - The Fixx
Running With The Night - Lionel Richie
I Wanna Rock - Twisted Sister
Too Young To Fall In Love - Mötley Crüe
Cum on Feel the Noize - Quiet Riot
She Sells Sanctuary - The Cult
Bark at the Moon - Ozzy Osbourne
2 Minutes To Midnight - Iron Maiden
Working for the Weekend - Loverboy
God Blessed Video - Alcatrazz
Cumin Atcha Live - Tesla
Turn Up The Radio - Autograph
Peace Sells - Megadeth
Madhouse - Anthrax, Spreading The Disease
Raining Blood - Slayer
Youve Got Another Thing Comin - Judas Priest
Yankee Rose - David Lee Roth
Two Tribes - Frankie Goes To Hollywood
Love Missile F1 11 - Sigue Sigue Sputnik
Cars - Gary Numan, Premier Hits
(Keep Feeling) Fascination - The Human League
Atomic - Blondie, Best Of Blondie
99 Luftballons - Nena, 99 Luftballons
Kids In America - Kim Wilde
Pale Shelter - Tears For Fears
Sunglasses At Night - Corey Hart, The Singles
Poison Arrow - ABC
I Ran (So Far Away) - A Flock Of Seagulls)
Love My Way - The Psychedelic Furs
Obsession - Animotion
Gold - Spandau Ballet
Japanese Boy - Aneka
Hyperactive! - Thomas Dolby
Never Say Never - Romeo Void
Pump Me Up - Trouble Funk
One For The Treble (Rob Swift Remix) - Davy DMX
Clear - Cybertron, The Other Side, Los Angeles
Al Naafiysh - Hashim, The House Of Cutting
Rockit - Herbie Hancock
Looking For The Perfect Beat - Afrika Bambaataa
Get It Girl - 2 LIVE CREW
Rock Box - Run–D.M.C.
Bassline - 2005 Digital Remaster
Magics Wand - Whodini
More Bounce To The Ounce - Zapp
The Message - Grandmaster Flash and The Furious Five
The Breaks - Kurtis Blow
Hip Hop Be Bop - Man Parrish
