Hollywood Swinging - Kool and The Gang
I Can Make You Dance - Zapp
Love Rollercoaster - Ohio Players
Funky Worm - Ohio Players
Cold Blooded - Rick James
You Dropped A Bomb On Me - The Gap Band
Barracuda - Heart
Slow Ride - Foghat
Green River - Creedence Clearwater Revival
Strutter - KISS
Hold the Line - Toto
Young Turks - Rod Stewart
Runnin Down A Dream - Tom Petty
Some Kind Of Wonderful - Grand Funk
Free Bird - Lynyrd Skynyrd
A Horse With No Name - America
Smokin - Boston
Somebody Up There Likes Me - David Bowie
Two Tickets to Paradise - Eddie Money
White Wedding - Billy Idol

**K-Rose
Amos Moses - Jerry Reed
Louisiana Woman Mississippi Man
Hey Good Lookin - Hank Williams
Queen Of Hearts - Juice Newton
Bed Of Roses - The Statler Brothers
The Letter (That Johnny Walker Read) - Asleep At The Wheel
Crazy - Willie Nelson
Three Cigarettes In An Ashtray - Patsy Cline
Mamas Dont Let Your Babies Grow Up To Be Cowboys - Ed Bruce
All My Exs Live In Texas - Whitey Shafer,https://www.youtube.com/watch?v=WmOOAd25WRw
Road To The Riches - DJ Revolution Kool G Rap
Childrens Story - Slick Rick
Rebel Without A Pause - Public Enemy
I Know You Got Soul - Eric B. and Rakim
It Takes Two - Rob Base DJ EZ Rock
B.Y.S. - Edited
Critical Beatdown - Ultramagnetic MCs
Hood Took Me Under - Comptons Most Wanted
The Ghetto - Too $hort
Alwayz Into Somethin - N.W.A.
Express Yourself - N.W.A.
It Was A Good Day - Ice Cube
Check Yo Self - Ice Cube
Nuthin But A G Thang - Dr. Dre
Fuck Wit Dre Day - Dr. Dre Snoop Dogg
Deep Cover - Snoop Dogg Dr. Dre
Its Funky Enough - The D.O.C.
La Raza - Kid Frost
How I Could Just Kill a Man - Cypress Hill
Murder Rap - Above The Law
Unsung - Helmet
Personal Jesus - Depeche Mode
Midlife Crisis - Faith No More
Mother - Danzig
Cult Of Personality - Living Colour
Movin on Up - Primal Scream
Pretend Were Dead - L7
Hellraiser - Ozzy Osbourne
Rusty Cage - Soundgarden
Killing In The Name - Rage Against The Machine
Been Caught Stealing - Janes Addiction
Fools Gold - The Stone Roses
Them Bones - Alice In Chains
Plush - Stone Temple Pilots
Between the Sheets - The Isley Brothers
West Coast Poplock - Ronnie Hudson
Loopzilla - George Clinton
Let It Whip - Dazz Band
Love Is The Message - MFSB
Running Away - Roy Ayers
Im so into You - SWV
Keep On Movin - feat. Caron Wheeler
My Lovin (Youre Never Gonna Get It) - En Vogue
Rub You The Right Way - Johnny Gill
Groove Me - Guy
Dont Be Afraid - Sex You Down Some Mo Version
Motownphilly - Boyz II Men
Poison - Bell Biv DeVoe
Dont Be Cruel - Bobby Brown
Wicked Inna Bed - Shabba Ranks
Batty Rider - Buju Banton
King Tubby Meets The Rockers Uptown - Augustus Pablo
Sidewalk Killer - I Roy
Funky Kingston - The Maytals
Cocaine In My Brain - Dillinger
Bam Bam - Pliers
Here I Come - Barrington Levy
Drum Pan Sound - Reggie Stepper
Chase The Devil - Max Romeo The Upsetters
Pressure Drop - Toots and The Maytals
Nautilus - Bob James
Smokin Cheeba-Cheeba - Harlem Underground Band
Think (About It) - Lyn Collins
Rock Creek Park - Blackbyrds
Low Rider - War
The Grunt (Part 1) - The J.B.s
Soul Power 74 - Maceo
Funky President (People Its Bad) - James Brown
Tainted Love - Gloria Jones
Green Onions - Booker T. and the M.G.s
Jungle Fever - The Chakachas
Cross The Tracks (We Better Go Back) - Maceo And The Macks
I Know You Got Soul - Bobby Byrd
The Payback - James Brown
Express Yourself - Charles Wright and The Watts
Welcome To The Jungle - Guns N Roses
I Love A Rainy Night - Eddie Rabbitt
Twilight - Maze Frankie Beverly
Yum Yum (Gimme Some) - Fatback Band
Candy - Cameo
Odyssey Pt 1 - Johnny Harris
So You Like What You See - Samuelle
Sensitivity - Ralph Tresvant
I Got the Feeling - Today
New Jack Swing - Wreckx n Effect
Woman To Woman - Joe Cocker
Dont Let It Get to Your Head - Black Harmony
Ring My Bell (feat. Blood Sisters) - Various Artists
Revolution - Dennis Brown
Great Train Robbery - Black Uhuru
I Chase the Devil - Max Romeo
Make the World Go Away - Mickey Gilley
Always Wanting You - Merle Haggard
Hot Pants - Bobby Byrd
Rock Me Again and Again and Again - Lyn Collins
So Much Trouble In My Mind - Sir Joe Quarterman
Warm It Up Kane - Big Daddy Kane
Vapors (Best Of ) - Biz Markie
Brand Nubian - Brand Nubian
Make My Body Rock - Jomanda
Pacific State - 808 State
Let The Music Use You - The Nightwriters
Move Your Body - Marshall Jefferson
Can You Feel It? - Mr. Fingers
Voodoo Ray - A Guy Called Gerald
Ma Foom Bey - Cultural Vibe
Someday - CeCe Rogers,https://www.youtube.com/watch?v=zz2e8qJRh74
Ill Be Your Friend - Soul Clap and Gadi Mizrahi Remix
Your Love - Frankie Knuckles
Promised Land - Joe Smooth
Break 4 Love - Raze
This Is Acid - Maurice
Eminence Front - The Who
Fantastic Voyage - Lakeside
Get Down To It - Humble Pie
One Step Forward - The Desert Rose Band
I Dont Give A Fuck - 2Pac
Eazyer Said Than Dunn - Eazy E
Guerillas In Tha Mist - Da Lench Mob
Weekend - The Todd Terry Project
